state,electorate,site_id,latitude,longitude,legs,description,layout_1,layout_1_enter,layout_2,layout_2_enter,layout_3,layout_3_enter,layout_4,layout_4_enter,layout_5,layout_5_enter,layout_6,layout_6_enter,leg1-2,leg1-3,leg1-4,leg1-5,leg1-6,leg2-1,leg2-3,leg2-4,leg2-5,leg2-6,leg3-1,leg3-2,leg3-4,leg3-5,leg3-6,leg4-1,leg4-2,leg4-3,leg4-5,leg4-6,leg5-1,leg5-2,leg5-3,leg5-4,leg5-6,leg6-1,leg6-2,leg6-3,leg6-4,leg6-5,leg1_enter,leg1_exit,leg1_total,leg2_enter,leg2_exit,leg2_total,leg3_enter,leg3_exit,leg3_total,leg4_enter,leg4_exit,leg4_total,leg5_enter,leg5_exit,leg5_total,leg6_enter,leg6_exit,leg6_total,female,male,not known,total,year,7:00 AM,7:15 AM,7:30 AM,7:45 AM,8:00 AM,8:15 AM,8:30 AM,8:45 AM,location,geolocation
VIC,Melbourne,4985,-37.787695,144.925278,4,"Clarence St [N], Racecourse Rd [E], Smithfield Rd [SW], Racecourse Rd [W]",8,188,98,278,233,53,277,97,,,,,2,0,0,,,0,23,10,,,1,22,0,,,0,36,0,,,,,,,,,,,,,2,1,3,33,60,93,23,23,46,36,10,46,,,,,,,,,94,94,2013,,,,,,,,,POINT (144.925278 -37.787695),"-37.787695, 144.925278"
VIC,Melbourne,4422,-37.80994,144.935898,4,"Upstream direction [N], Capital City Trail [E], Pearl River Rd [S], Footscray Rd bridge [W]",8,188,108,288,188,8,283,103,,,,,460,171,16,,,31,0,53,,,3,1,7,,,40,620,111,,,,,,,,,,,,,647,74,721,84,1081,1165,11,282,293,771,76,847,,,,,,,,,1513,1513,2014,,,,,,,,,POINT (144.935898 -37.80994),"-37.80994, 144.935898"
VIC,Melbourne,4446,-37.823105,144.977808,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,961,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,961,81,1042,81,961,1042,,,,,,,,,,,,,,,1042,1042,2014,,,,,,,,,POINT (144.977808 -37.823105),"-37.823105, 144.977808"
VIC,Melbourne,4983,-37.810411,144.983541,4,"Clarendon St [N], Albert St [E], Clarendon St [S], Albert St [W]",7,187,98,278,187,7,279,99,,,,,5,255,96,,,2,13,225,,,67,3,95,,,2,30,92,,,,,,,,,,,,,356,71,427,240,38,278,165,360,525,124,416,540,,,,,,,284,601,0,885,2014,,,,,,,,,POINT (144.983541 -37.810411),"-37.810411, 144.983541"
VIC,Melbourne,4984,-37.788788,144.936034,4,"Carpark entrance opposite Stubbs St [N], Racecourse Rd [E], Stubbs St [S], Racecourse Rd [W]",7,187,98,278,189,9,278,98,,,,,1,1,0,,,0,7,43,,,0,19,0,,,0,119,3,,,,,,,,,,,,,2,0,2,50,139,189,19,11,30,122,43,165,,,,,,,53,136,4,193,2014,,,,,,,,,POINT (144.936034 -37.788788),"-37.788788, 144.936034"
VIC,Melbourne,4985,-37.787695,144.925278,4,"Clarence St [N], Racecourse Rd [E], Smithfield Rd [SW], Racecourse Rd [W]",8,188,98,278,233,53,277,97,,,,,1,0,0,,,0,10,14,,,0,20,0,,,0,41,0,,,,,,,,,,,,,1,0,1,24,62,86,20,10,30,41,14,55,,,,,,,0,0,86,86,2014,,,,,,,,,POINT (144.925278 -37.787695),"-37.787695, 144.925278"
VIC,Melbourne,4439,-37.819073,144.954158,4,"Collins St towards Collins St [E], Spencer St [S], Collins St [W], Spencer St [N]",70,250,160,340,250,70,340,160,,,,,9,60,5,,,17,14,66,,,95,48,3,,,4,61,11,,,,,,,,,,,,,74,116,190,97,118,215,146,85,231,76,74,150,,,,,,,82,311,0,393,2017,38,49,45,40,53,51,70,47,POINT (144.954158 -37.819073),"-37.819073, 144.954158"
VIC,Melbourne,4421,-37.809612,144.963791,4,"La Trobe St [E], Swanston St (city) [S], La Trobe St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,54,221,14,,,23,24,231,,,79,23,10,,,5,410,4,,,,,,,,,,,,,289,107,396,278,487,765,112,249,361,419,255,674,,,,,,,,,1098,1098,2010,,,,,,,,,POINT (144.963791 -37.809612),"-37.809612, 144.963791"
VIC,Melbourne,4425,-37.811039,144.958847,4,"La Trobe towards Exhibition St [E], Queen St [S], La Trobe St [W], Queen St [N]",70,250,160,340,250,70,340,160,,,,,32,132,13,,,3,5,12,,,102,14,11,,,3,64,8,,,,,,,,,,,,,177,108,285,20,110,130,127,145,272,75,36,111,,,,,,,,,399,399,2010,,,,,,,,,POINT (144.958847 -37.811039),"-37.811039, 144.958847"
VIC,Melbourne,4412,-37.799747,144.957474,4,"Royal Pde [N], Grattan St [E], Royal Pde (city) [S], Grattan St [W]",6,186,98,278,185,5,278,98,,,,,71,576,36,,,24,5,71,,,23,4,3,,,28,88,6,,,,,,,,,,,,,683,75,758,100,163,263,30,587,617,122,110,232,,,,,,,,,935,935,2011,,,,,,,,,POINT (144.957474 -37.799747),"-37.799747, 144.957474"
VIC,Melbourne,4414,-37.804562,144.963226,4,"Swanston St [N], Queensberry St [E], Swanston St [S], Queensberry St [W]",8,188,98,278,188,8,278,98,,,,,14,257,3,,,6,31,98,,,86,2,3,,,7,114,56,,,,,,,,,,,,,274,99,373,135,130,265,91,344,435,177,104,281,,,,,,,,,677,677,2011,,,,,,,,,POINT (144.963226 -37.804562),"-37.804562, 144.963226"
VIC,Melbourne,4422,-37.80994,144.935898,4,"Upstream direction [N], Capital City Trail [E], Pearl River Rd [S], Footscray Rd bridge [W]",8,188,108,288,188,8,283,103,,,,,289,46,19,,,11,0,42,,,2,0,2,,,33,511,38,,,,,,,,,,,,,354,46,400,53,800,853,4,84,88,582,63,645,,,,,,,,,993,993,2011,,,,,,,,,POINT (144.935898 -37.80994),"-37.80994, 144.935898"
VIC,Melbourne,4425,-37.811039,144.958847,4,"La Trobe towards Exhibition St [E], Queen St [S], La Trobe St [W], Queen St [N]",70,250,160,340,250,70,340,160,,,,,31,118,10,,,0,3,6,,,86,13,8,,,7,57,8,,,,,,,,,,,,,159,93,252,9,101,110,107,129,236,72,24,96,,,,,,,,,347,347,2011,,,,,,,,,POINT (144.958847 -37.811039),"-37.811039, 144.958847"
VIC,Melbourne,4435,-37.816005,144.972394,4,"Flinders St [E], Batman Ave [SE], Flinders St [W], Exhibition St (city) [N]",70,250,146,326,250,70,340,160,,,,,17,81,13,,,70,21,252,,,39,10,37,,,3,21,10,,,,,,,,,,,,,111,112,223,343,48,391,86,112,198,34,302,336,,,,,,,,,574,574,2011,,,,,,,,,POINT (144.972394 -37.816005),"-37.816005, 144.972394"
VIC,Melbourne,4437,-37.818424,144.973917,3,"The footbridge [E], William Barak Footbridge [SE], Path to Swanston St [W]",86,266,113,293,267,87,,,,,,,7,322,,,,1,217,,,,79,42,,,,,,,,,,,,,,,,,,,329,80,409,218,49,267,121,539,660,,,,,,,,,,,,668,668,2011,,,,,,,,,POINT (144.973917 -37.818424),"-37.818424, 144.973917"
VIC,Melbourne,4438,-37.818619,144.970248,3,"Princes Walk [E], Low Path to river bank [SW], High Path to Swanston St [W]",85,265,245,65,278,98,,,,,,,321,270,,,,100,7,,,,56,7,,,,,,,,,,,,,,,,,,,591,156,747,107,328,435,63,277,340,,,,,,,,,,,,761,761,2011,,,,,,,,,POINT (144.970248 -37.818619),"-37.818619, 144.970248"
VIC,Melbourne,4406,-37.794117,144.927689,4,"McCracken St [N], Macaulay Rd [E], Kensington Rd [SW], Epsom [NW]",0,180,98,278,233,53,323,143,,,,,1,2,1,,,2,9,8,,,3,21,1,,,3,42,2,,,,,,,,,,,,,4,8,12,19,64,83,25,13,38,47,10,57,,,,,,,,,95,95,2012,,,,,,,,,POINT (144.927689 -37.79411700000001),"-37.794117, 144.927689"
VIC,Melbourne,4427,-37.811749,144.956451,4,"La Trobe towards Exhibition St [E], William St [S], La Trobe St [W], William St [N]",70,250,160,340,250,70,340,160,,,,,34,97,2,,,2,9,21,,,112,34,0,,,5,392,50,,,,,,,,,,,,,133,119,252,32,460,492,146,156,302,447,23,470,,,,,,,,,758,758,2012,,,,,,,,,POINT (144.956451 -37.811749000000006),"-37.811749, 144.956451"
VIC,Melbourne,4435,-37.816005,144.972394,4,"Flinders St [E], Batman Ave [SE], Flinders St [W], Exhibition St (city) [N]",70,250,146,326,250,70,340,160,,,,,28,88,6,,,74,24,328,,,59,1,35,,,1,25,27,,,,,,,,,,,,,122,134,256,426,54,480,95,139,234,53,369,422,,,,,,,,,696,696,2012,,,,,,,,,POINT (144.972394 -37.816005),"-37.816005, 144.972394"
VIC,Melbourne,4438,-37.818619,144.970248,3,"Princes Walk [E], Low Path to river bank [SW], High Path to Swanston St [W]",85,265,245,65,278,98,,,,,,,383,317,,,,110,23,,,,69,6,,,,,,,,,,,,,,,,,,,700,179,879,133,389,522,75,340,415,,,,,,,,,,,,908,908,2012,,,,,,,,,POINT (144.970248 -37.818619),"-37.818619, 144.970248"
VIC,Melbourne,4439,-37.819073,144.954158,4,"Collins St towards Collins St [E], Spencer St [S], Collins St [W], Spencer St [N]",70,250,160,340,250,70,340,160,,,,,6,47,2,,,9,4,81,,,90,11,1,,,2,28,1,,,,,,,,,,,,,55,101,156,94,45,139,102,52,154,31,84,115,,,,,,,,,282,282,2012,,,,,,,,,POINT (144.954158 -37.819073),"-37.819073, 144.954158"
VIC,Melbourne,4406,-37.794117,144.927689,4,"McCracken St [N], Macaulay Rd [E], Kensington Rd [SW], Epsom [NW]",0,180,98,278,233,53,323,143,,,,,0,2,0,,,3,7,6,,,3,25,11,,,2,53,3,,,,,,,,,,,,,2,8,10,16,78,94,39,12,51,58,17,75,,,,,,,,,115,115,2013,,,,,,,,,POINT (144.927689 -37.79411700000001),"-37.794117, 144.927689"
VIC,Melbourne,4414,-37.804562,144.963226,4,"Swanston St [N], Queensberry St [E], Swanston St [S], Queensberry St [W]",8,188,98,278,188,8,278,98,,,,,6,94,0,,,20,2,167,,,302,1,20,,,10,92,2,,,,,,,,,,,,,100,332,432,189,99,288,323,98,421,104,187,291,,,,,,,,,716,716,2013,,,,,,,,,POINT (144.963226 -37.804562),"-37.804562, 144.963226"
VIC,Melbourne,4434,-37.815277,144.974854,3,"Wellington Pde [E], Flinders St [W], Spring St [N]",98,278,250,70,340,160,,,,,,,45,30,,,,16,141,,,,12,61,,,,,,,,,,,,,,,,,,,75,28,103,157,106,263,73,171,244,,,,,,,,,,,,305,305,2013,,,,,,,,,POINT (144.974854 -37.815277),"-37.815277, 144.974854"
VIC,Melbourne,4436,-37.817448,144.967438,4,"Flinders St [E], Swanston St [S], Flinders St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,75,50,7,,,123,77,1009,,,21,34,5,,,11,450,2,,,,,,,,,,,,,132,155,287,1209,559,1768,60,129,189,463,1021,1484,,,,,,,,,1864,1864,2013,,,,,,,,,POINT (144.967438 -37.817448),"-37.817448, 144.967438"
VIC,Melbourne,4445,-37.823025,144.97644,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,760,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,760,139,899,139,760,899,,,,,,,,,,,,,,,899,899,2013,,,,,,,,,POINT (144.97644 -37.823025),"-37.823025, 144.97644"
VIC,Melbourne,4449,-37.824209,144.952186,4,"South Wharf Prom [E], Capital City Trail [SE], Capital City Trail [W], Seafarers Bridge [N]",83,263,125,305,262,82,340,160,,,,,0,7,2,,,1,442,85,,,3,433,63,,,0,25,12,,,,,,,,,,,,,9,4,13,528,458,986,499,461,960,37,150,187,,,,,,,,,1073,1073,2013,,,,,,,,,POINT (144.952186 -37.824209),"-37.824209, 144.952186"
VIC,Melbourne,4420,-37.809547,144.975632,4,"Gisborne St [N], Albert St [E], Gisborne St [S], Albert St (city) [W]",8,188,98,278,188,8,278,98,,,,,4,382,30,,,17,121,224,,,21,8,3,,,0,47,7,,,,,,,,,,,,,416,38,454,362,59,421,32,510,542,54,257,311,,,,,,,0,0,864,864,2014,,,,,,,,,POINT (144.975632 -37.809547),"-37.809547, 144.975632"
VIC,Melbourne,4427,-37.811749,144.956451,4,"La Trobe towards Exhibition St [E], William St [S], La Trobe St [W], William St [N]",70,250,160,340,250,70,340,160,,,,,71,149,2,,,2,10,29,,,190,44,6,,,12,392,73,,,,,,,,,,,,,222,204,426,41,507,548,240,232,472,477,37,514,,,,,,,0,0,980,980,2014,,,,,,,,,POINT (144.956451 -37.811749000000006),"-37.811749, 144.956451"
VIC,Melbourne,4448,-37.823795,144.947479,3,"Capital City Trail [E], Path to marina [S], Webb Bridge [N]",100,280,190,10,345,165,,,,,,,76,327,,,,52,25,,,,384,125,,,,,,,,,,,,,,,,,,,403,436,839,77,201,278,509,352,861,,,,,,,,,,0,0,989,989,2014,,,,,,,,,POINT (144.947479 -37.823795000000004),"-37.823795, 144.947479"
VIC,Melbourne,4437,-37.818424,144.973917,3,"The footbridge [E], William Barak Footbridge [SE], Path to Swanston St [W]",86,266,113,293,267,87,,,,,,,8,511,,,,4,778,,,,148,148,,,,,,,,,,,,,,,,,,,519,152,671,782,156,938,296,1289,1585,,,,,,,,,,367,1230,0,1597,2015,88,136,166,214,259,252,256,226,POINT (144.973917 -37.818424),"-37.818424, 144.973917"
VIC,Melbourne,4443,-37.8211,144.955046,4,"Flinders St towards Spring St [E], Spencer St [S], Flinders St [W], Spencer St [N]",70,250,162,342,250,70,342,162,,,,,11,109,20,,,0,10,14,,,45,6,0,,,0,12,0,,,,,,,,,,,,,140,45,185,24,29,53,51,119,170,12,34,46,,,,,,,78,149,0,227,2015,18,19,32,33,36,37,25,27,POINT (144.955046 -37.8211),"-37.8211, 144.955046"
VIC,Melbourne,4447,-37.823317,144.970126,4,"Linlithgow Ave [E], St Kilda Rd [S], Southbank Blvd [W], St Kilda Rd [N]",70,250,160,340,250,70,340,160,,,,,4,70,28,,,1,76,766,,,12,7,77,,,13,520,98,,,,,,,,,,,,,102,26,128,843,531,1374,96,244,340,631,871,1502,,,,,,,472,1199,1,1672,2015,83,124,149,177,291,294,309,245,POINT (144.970126 -37.823317),"-37.823317, 144.970126"
VIC,Melbourne,4449,-37.824209,144.952186,4,"South Wharf Prom [E], Capital City Trail [SE], Capital City Trail [W], Seafarers Bridge [N]",83,263,125,305,262,82,340,160,,,,,0,1,1,,,0,166,360,,,4,99,98,,,4,313,30,,,,,,,,,,,,,2,8,10,526,412,938,201,197,398,347,459,806,,,,,,,222,820,34,1076,2015,64,98,132,148,174,181,162,117,POINT (144.952186 -37.824209),"-37.824209, 144.952186"
VIC,Melbourne,4450,-37.825213,144.957006,5,"Whiteman St [NE], Clarendon St [S], Whiteman St [SW], Normanby Rd/Trail [SW], Clarendon St [N]",50,230,160,340,213,33,236,56,340,160,,,2,6,6,6,,4,1,1,71,,2,0,1,155,,18,1,0,316,,11,93,29,98,,,,,,,20,35,55,77,96,173,158,36,194,335,106,441,231,548,779,,,,213,608,0,821,2015,58,82,77,109,135,127,121,112,POINT (144.957006 -37.825213),"-37.825213, 144.957006"
VIC,Melbourne,4983,-37.810411,144.983541,4,"Clarendon St [N], Albert St [E], Clarendon St [S], Albert St [W]",7,187,98,278,187,7,279,99,,,,,1,255,125,,,6,41,247,,,45,6,113,,,3,22,96,,,,,,,,,,,,,381,54,435,294,29,323,164,392,556,121,485,606,,,,,,,302,658,0,960,2015,43,76,101,110,165,174,158,133,POINT (144.983541 -37.810411),"-37.810411, 144.983541"
VIC,Melbourne,4405,-37.793993,144.941956,3,"Melrose St [N], Melrose St [S], Mark St [W]",8,188,188,8,278,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,26,0,37,2016,1,3,5,6,3,10,6,3,POINT (144.941956 -37.793993),"-37.793993, 144.941956"
VIC,Melbourne,4431,-37.813323,144.973964,4,"MacArthur St dogleg [NE], Spring St [S], Collins St [W], Spring St [N]",23,203,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,473,0,641,2016,25,46,64,57,124,102,106,117,POINT (144.973964 -37.813323),"-37.813323, 144.973964"
VIC,Melbourne,4437,-37.818424,144.973917,3,"The footbridge [E], William Barak Footbridge [SE], Path to Swanston St [W]",86,266,113,293,267,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,832,0,1089,2016,82,68,124,159,184,186,174,112,POINT (144.973917 -37.818424),"-37.818424, 144.973917"
VIC,Melbourne,4421,-37.809612,144.963791,4,"La Trobe St [E], Swanston St (city) [S], La Trobe St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,87,422,8,,,26,19,263,,,159,34,9,,,37,470,29,,,,,,,,,,,,,517,222,739,308,591,899,202,470,672,536,280,816,,,,,,,523,1039,1,1563,2017,53,93,171,160,239,248,316,283,POINT (144.963791 -37.809612),"-37.809612, 144.963791"
VIC,Melbourne,4435,-37.816005,144.972394,4,"Flinders St [E], Batman Ave [SE], Flinders St [W], Exhibition St (city) [N]",70,250,146,326,250,70,340,160,,,,,3,80,6,,,78,17,415,,,53,5,27,,,4,31,48,,,,,,,,,,,,,89,135,224,510,39,549,85,145,230,83,448,531,,,,,,,176,590,1,767,2017,44,80,79,95,121,137,119,92,POINT (144.972394 -37.816005),"-37.816005, 144.972394"
VIC,Melbourne,4438,-37.818619,144.970248,3,"Princes Walk [E], Low Path to river bank [SW], High Path to Swanston St [W]",85,265,245,65,278,98,,,,,,,547,489,,,,101,12,,,,109,3,,,,,,,,,,,,,,,,,,,1036,210,1246,113,550,663,112,501,613,,,,,,,,,,271,990,0,1261,2017,97,117,139,179,190,190,175,174,POINT (144.970248 -37.818619),"-37.818619, 144.970248"
VIC,Melbourne,4446,-37.823105,144.977808,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,1171,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,1171,72,1243,72,1171,1243,,,,,,,,,,,,,209,1034,0,1243,2017,88,117,159,188,219,172,181,119,POINT (144.977808 -37.823105),"-37.823105, 144.977808"
VIC,Melbourne,4447,-37.823317,144.970126,4,"Linlithgow Ave [E], St Kilda Rd [S], Southbank Blvd [W], St Kilda Rd [N]",70,250,160,340,250,70,340,160,,,,,11,59,45,,,13,28,703,,,18,25,54,,,12,480,82,,,,,,,,,,,,,115,43,158,744,516,1260,97,169,266,574,802,1376,,,,,,,429,1100,1,1530,2017,81,112,149,198,234,245,275,236,POINT (144.970126 -37.823317),"-37.823317, 144.970126"
VIC,Melbourne,4409,-37.795421,144.93885,5,"Boundary Rd [N], Canning St [E], Macaulay Rd [SE], Boundary Rd [S], Macaulay Rd [W]",8,188,98,278,140,320,188,8,278,98,,,0,3,1,1,,0,0,0,4,,2,0,0,11,,0,0,0,0,,2,12,128,0,,,,,,,5,4,9,4,12,16,13,131,144,0,1,1,142,16,158,,,,,,164,164,2010,,,,,,,,,POINT (144.93885 -37.795421),"-37.795421, 144.93885"
VIC,Melbourne,4413,-37.800289,144.943954,4,"Arden St towards Curzon St [E], Drvyburgh St [S], Arden St [W], Macaulay Rd [NW]",98,278,188,8,278,98,320,140,,,,,3,26,2,,,1,0,7,,,157,7,3,,,76,41,7,,,,,,,,,,,,,31,234,265,8,51,59,167,33,200,124,12,136,,,,,,,,,330,330,2010,,,,,,,,,POINT (144.943954 -37.800289),"-37.800289, 144.943954"
VIC,Melbourne,4443,-37.8211,144.955046,4,"Flinders St towards Spring St [E], Spencer St [S], Flinders St [W], Spencer St [N]",70,250,162,342,250,70,342,162,,,,,10,29,2,,,10,9,125,,,23,0,7,,,3,37,11,,,,,,,,,,,,,41,36,77,144,47,191,30,49,79,51,134,185,,,,,,,,,266,266,2010,,,,,,,,,POINT (144.955046 -37.8211),"-37.8211, 144.955046"
VIC,Melbourne,4449,-37.824209,144.952186,4,"South Wharf Prom [E], Capital City Trail [SE], Capital City Trail [W], Seafarers Bridge [N]",83,263,125,305,262,82,340,160,,,,,0,3,0,,,96,118,0,,,91,17,0,,,2,134,10,,,,,,,,,,,,,3,189,192,214,151,365,108,131,239,146,0,146,,,,,,,,,471,471,2010,,,,,,,,,POINT (144.952186 -37.824209),"-37.824209, 144.952186"
VIC,Melbourne,4407,-37.79454,144.930987,4,"Macaulay Rd - east end [E], Eastwood St [S], Macaulay Rd [W], Eastwood St/Rankins Rd [N]",98,278,161,341,278,98,350,170,,,,,1,8,2,,,0,2,1,,,93,12,4,,,41,26,2,,,,,,,,,,,,,11,134,145,3,39,42,109,12,121,69,7,76,,,,,,,,,192,192,2011,,,,,,,,,POINT (144.93098700000002 -37.79454),"-37.79454, 144.930987"
VIC,Melbourne,4427,-37.811749,144.956451,4,"La Trobe towards Exhibition St [E], William St [S], La Trobe St [W], William St [N]",70,250,160,340,250,70,340,160,,,,,23,74,0,,,6,14,16,,,112,48,4,,,3,314,24,,,,,,,,,,,,,97,121,218,36,385,421,164,112,276,341,20,361,,,,,,,,,638,638,2011,,,,,,,,,POINT (144.956451 -37.811749000000006),"-37.811749, 144.956451"
VIC,Melbourne,4445,-37.823025,144.97644,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,502,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,502,121,623,121,502,623,,,,,,,,,,,,,,,623,623,2011,,,,,,,,,POINT (144.97644 -37.823025),"-37.823025, 144.97644"
VIC,Melbourne,4417,-37.808903,144.966278,4,"La Trobe St [E], Russell St (city) [S], La Trobe St [W], Russell St [N]",70,250,160,340,250,70,340,160,,,,,13,235,4,,,1,4,11,,,59,25,3,,,2,84,9,,,,,,,,,,,,,252,62,314,16,122,138,87,248,335,95,18,113,,,,,,,,,450,450,2012,,,,,,,,,POINT (144.966278 -37.808903),"-37.808903, 144.966278"
VIC,Melbourne,4420,-37.809547,144.975632,4,"Gisborne St [N], Albert St [E], Gisborne St [S], Albert St (city) [W]",8,188,98,278,188,8,278,98,,,,,4,358,55,,,31,108,216,,,34,6,3,,,11,51,13,,,,,,,,,,,,,417,76,493,355,61,416,43,479,522,75,274,349,,,,,,,,,890,890,2012,,,,,,,,,POINT (144.975632 -37.809547),"-37.809547, 144.975632"
VIC,Melbourne,4425,-37.811039,144.958847,4,"La Trobe towards Exhibition St [E], Queen St [S], La Trobe St [W], Queen St [N]",70,250,160,340,250,70,340,160,,,,,28,150,6,,,0,3,7,,,95,8,1,,,4,70,4,,,,,,,,,,,,,184,99,283,10,106,116,104,157,261,78,14,92,,,,,,,,,376,376,2012,,,,,,,,,POINT (144.958847 -37.811039),"-37.811039, 144.958847"
VIC,Melbourne,4426,-37.811378,144.973053,3,"Spring St [S], Bourke St [W], Spring St [N]",160,340,250,70,340,160,,,,,,,8,46,,,,7,15,,,,170,87,,,,,,,,,,,,,,,,,,,54,177,231,22,95,117,257,61,318,,,,,,,,,,,,333,333,2012,,,,,,,,,POINT (144.973053 -37.811378),"-37.811378, 144.973053"
VIC,Melbourne,4418,-37.809248,144.972971,4,"Nicholson St [N], Albert St [E], Nicholson St [S], Lonsdale St [W]",8,188,98,278,188,8,250,70,,,,,20,162,7,,,10,40,162,,,56,0,0,,,2,26,3,,,,,,,,,,,,,189,68,257,212,46,258,56,205,261,31,169,200,,,,,,,,,488,488,2013,,,,,,,,,POINT (144.972971 -37.809248),"-37.809248, 144.972971"
VIC,Melbourne,4445,-37.823025,144.97644,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,792,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,792,157,949,157,792,949,,,,,,,,,,,,,,,949,949,2014,,,,,,,,,POINT (144.97644 -37.823025),"-37.823025, 144.97644"
VIC,Melbourne,4436,-37.817448,144.967438,4,"Flinders St [E], Swanston St [S], Flinders St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,108,57,11,,,108,54,1183,,,21,19,18,,,1,517,2,,,,,,,,,,,,,176,130,306,1345,644,1989,58,113,171,520,1212,1732,,,,,,,609,1444,46,2099,2015,88,154,185,315,314,320,360,363,POINT (144.967438 -37.817448),"-37.817448, 144.967438"
VIC,Melbourne,4414,-37.804562,144.963226,4,"Swanston St [N], Queensberry St [E], Swanston St [S], Queensberry St [W]",8,188,98,278,188,8,278,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,570,0,926,2016,37,60,90,109,125,155,181,169,POINT (144.963226 -37.804562),"-37.804562, 144.963226"
VIC,Melbourne,4450,-37.825213,144.957006,5,"Whiteman St [NE], Clarendon St [S], Whiteman St [SW], Normanby Rd/Trail [SW], Clarendon St [N]",50,230,160,340,213,33,236,56,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,634,2,840,2016,59,89,96,107,144,143,113,89,POINT (144.957006 -37.825213),"-37.825213, 144.957006"
VIC,Melbourne,4408,-37.795096,144.935852,4,"Upstream direction [N], Macaulay Rd [E], Moonee Ponds Crk Trail [S], Macaulay Rd [W]",7,187,98,278,180,360,278,98,,,,,1,351,3,,,1,3,13,,,54,1,7,,,2,132,39,,,,,,,,,,,,,355,57,412,17,134,151,62,393,455,173,23,196,,,,,,,,,607,607,2010,,,,,,,,,POINT (144.935852 -37.795096),"-37.795096, 144.935852"
VIC,Melbourne,4412,-37.799747,144.957474,4,"Royal Pde [N], Grattan St [E], Royal Pde (city) [S], Grattan St [W]",6,186,98,278,185,5,278,98,,,,,89,590,33,,,34,3,76,,,26,2,1,,,16,139,2,,,,,,,,,,,,,712,76,788,113,230,343,29,595,624,157,110,267,,,,,,,,,1011,1011,2010,,,,,,,,,POINT (144.957474 -37.799747),"-37.799747, 144.957474"
VIC,Melbourne,4418,-37.809248,144.972971,4,"Nicholson St [N], Albert St [E], Nicholson St [S], Lonsdale St [W]",8,188,98,278,188,8,250,70,,,,,22,160,8,,,19,51,138,,,14,7,1,,,4,24,4,,,,,,,,,,,,,190,37,227,208,53,261,22,215,237,32,147,179,,,,,,,,,452,452,2011,,,,,,,,,POINT (144.972971 -37.809248),"-37.809248, 144.972971"
VIC,Melbourne,4423,-37.810334,144.961361,4,"La Trobe towards Exhibition St [E], Elizabeth St [S], La Trobe St [W], Elizabeth St [N]",70,250,160,340,250,70,340,160,,,,,29,150,1,,,0,11,41,,,73,10,4,,,4,227,12,,,,,,,,,,,,,180,77,257,52,266,318,87,173,260,243,46,289,,,,,,,,,562,562,2011,,,,,,,,,POINT (144.961361 -37.810334),"-37.810334, 144.961361"
VIC,Melbourne,4454,-37.78757,144.939982,4,"Capital City Trail Ramp [NE], Flemington Rd [SE], Capital City Trail [SW], Mt Alexander Rd [N]",64,244,138,318,235,55,340,160,,,,,0,52,0,0,,0,0,0,11,,173,0,0,0,,0,0,0,0,,0,15,0,0,,,,,,,52,173,225,11,15,26,173,52,225,0,0,0,15,11,26,,,,,,251,251,2011,,,,,,,,,POINT (144.939982 -37.78757),"-37.78757, 144.939982"
VIC,Melbourne,4408,-37.795096,144.935852,4,"Upstream direction [N], Macaulay Rd [E], Moonee Ponds Crk Trail [S], Macaulay Rd [W]",7,187,98,278,180,360,278,98,,,,,6,327,1,,,1,2,28,,,50,8,5,,,0,156,50,,,,,,,,,,,,,334,51,385,31,170,201,63,379,442,206,34,240,,,,,,,,,634,634,2012,,,,,,,,,POINT (144.935852 -37.795096),"-37.795096, 144.935852"
